sentimen,teks
0,aku sadar aku yang memilih utk bertahan harus bisa terima semua resiko dan nyetok sabar sebanyak mungkin untuk ldr ini 
0,tak faham aku tgk cerita iron fist ni
2,aku mah cuci tangan kalo pengen aja wkwk
1,dah lali dah bila umur nak masuk 27 tahun orang masih ingat aku umur 17 tahun 
0,kenapa nak tolong ke awek tu tanya aku jarang tolak permintaan orang lagi2 awek kan ermm dia pun macam mengharap 
2,mau saya jual organ tunggal kamu hahahaha
1,giveaway bcs belakangan ini banyak kejadian hal baik dan aku udh ngerasain gimana rasanya menang ga jadi aku mau ga kec 
1,mommy ni emang aku bilangin daddy nanti loh
1,hat belah aku ka hang ni 
1,ayo dong pake kode tix id akuuuu bikos aku misqueen dan ingin yang gratissa p0m8kq 
2,dari hal hal baikaya belajar mengucap syukur dari hal hal buruk aku belajar menjadi kuat 
1,tengok bf aku pun aku tkbg apatah lg nk videocall bagai 
0,kadang suka bingung sama perutku ga dikasih makan dia bunyiudah dikasih makan eh masih bunyi lagi trus aku kudu piye 
2,aku memang suka menggombals hehe
2,ini aku rameiiinnn 
2,ada kamu
2,tiada kena mngena dengan aku haha
1,penjual shaklee ni kalau nak menjual silakan x salah pun aku pun makan shaklee gak dulu tp jgn la overclaim pas 
1,7 alasan kenapa kamu harus lebihering memakai batik 
1,takpe mungkin bagi aku sedap kita try luhhh
2,selalu berhasil jadi mood booster ketika lagi capek makasih ya kamuosial media kesayangan quu
1,mggu ni aku balik jom lepak 
1,aku rimas lah orang gedik gedik ni 
0,tak okay kalau dia asik vc ngn bff dia je tapi dgn aku dah lama dh tk vc 
0,nggak tau kenapa di isu ini aku sensitif banget sedikit demot pas release infografis pertama keceplosan nyantumi 
0,maafin aku ya allah aku ngerti maafin yaallah
2,aku ada minat 
0,ya allah aku masih piyik nih belom bisa bayar membayarin
1,kritik yang masuk sejauh ini sumbernya hanya dari link berita terimakasih kritiknya kalau punya banyak waktu aku 
1,wow apa aku buat dalam opis time2 camni
2,aku hanya ingin mencintai orang yang selamanya mencintaiku
1,isu yg satu ini bukan core aku banget dari awal udah tau resikonya kalau bemui bersikap orang akan bandingin sama 
1,follbck yaa btw aamiin semoga aku menang di gamu
1,iya aku nurut deh huhuhu
0,adik aku dah la tak suka tetamu pastu anak tetamu mengendeng dia tak sudah sudah last last dia cakap kat budak tu 
0,mungkin aku sensitif sama komen orang salah satunya karena itu tadi bukan core aku trus tadi pagi ada temen yg ny 
2,bahagia adalah ketika kamu memiliki orang yang peduli mencintai dan mengerti dirimu lebih dari kamu mengerti diri sendiri 
2,aku mau ikut 
1,maya2018 kisah maya menghantui aku sejak kejadian tahun 2015 di mana maya seorang perempuan yang rupawan menjadi kekasih 
0,aku insaf tunggu van ni aku yg aku jalan kaki kang
2,contoh komik one piece buat aku pribadi ngasih tau kalo persahabatan tu gini lo sayang sama orang tu kayak mana janj 
0,berarti cowo itu emg brengsek sampe tega ninggalin tapi maaf menurutku lebih baik langsung ditinggal drpd nanti 
0,aku tak faham ah dengan orang yang seksa binatang ni weh kau tadek hati perut ke do tu haiwan makhluk allah jugak d 
0,aku nangis mendengarnya wkwk dia temanku aku tau dia bercanda tapi aku jg tau dia ngomong gt karena emg ada neti 
2,sudah memiliki jangan lupa dijaga kamu nggak tahu berapa banyak yang menginginkan sesuatu yang sedang kamu miliki 
0,aku tambahin ya bangelamat juga manusia2 bertopeng di jagat maya aku doakan sukses jadi penipu kelas duni 
1,sebenernya agak lebay juga sih kalo bilang terakhir di bandung wkwkwkwk tapi kalender akademik aku ngaret af bahk 
2,seketika aku sadar bahwa bahagia tentang kita berhenti di 'semoga' 
1,i do memaknai kritik sebagai masukan yg membangun tp kalau mengkritik mbok ya pake dasar aku sudah sedetail detai 
1,aku pernahnya sama mantan sihama swamik ngga pernah soalnya dia gak bisa bahasa sundaekalianya bil 
1,dan aku pn layan vid ni smpai habis 
2,cowok aku janji aku ga bakalan gitu lagi aku sayang ama kamu kamu percaya kan ama aku cewek 
1,6 kebolehan berucap aku dulu ada cold feet takut naik pentas apatah lagi bercakap jadi banyakkan bercakap supaya tak 
2,kaaan aku nk jgak minyak senyonyong izy skali hahaha
1,sekian kisah penakut kucing tapi aku suka tengok kucing yang comel dari jauh aku pernah kejar budak lelaki yang seret kucing 
2,biasane soale aku ngono seh
2,ajak ngobrol ajaa aku kadang seneng bntu yg ginian
0,terkadang meski tahu bahwa kamu bisa hidup tanpa dia yg kamu cinta kamu terus meyakinkan dirimu bahwa kamu tak menginginkan hal itu 
1,ngaku ini siapa yang nge prank aku
2,aku cinta kamu dan kamu cinta aku kita berdua saling mencintai selamanya 
2,nasib baik aku sejenis yang iyaa kan aja even aku tahu tu semua bongak je lebih 
2,air ni panas sangat aku nak minum tak nyempat nak bagi sejuk dulu haha
2,padahal lucu aku dari pada kucingnya 
2,kamu tidak merasakan kuliah sambil mengagumi
0,dan sekiranya engkau tidak memberi ampun kepadaku dan tidak belas kasihan kepadaku niscaya aku termasuk orang orang yg merugi 11 47 
1,kenapa iklan beruntung ni bikin aku ilfil2 gimana gitu ya jadinya
2,ppangon hahahaha gapala lhaaa gemasss tangan lele harus dimuseumkan karna aku juga suka 
2,nanti2 lah aku cita yun hahahaha
0,aku belum 
2,terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk diubah
0,jika aku bsa jadi bagian dari dirimu aku mau jadi airmatamu yg trsimpan di hatimu lahir dari matamu hidup di pipimu dan mati di bibirmu
1,michel gabriel liburan kemaren ke mana gabriel gak ke mana mana cuma ke hongkong bentaran kamu michel 
2,mba yenny nya kayanya langsung otomaris uname nya keganti gitu jadu kaya nomer ktp aku ngakak wkwkwwk mau login 
1,mini giveaway berhubung aku prnah janji mau ga trs sekalian brbgi kbahagiaan krna bulan ini aku udh ujian hasil skripsi 
0,sorry meera aku tinggalkan kau
0,aku gak tau nder wkwkwk
0,aku sedih '
1,kamu mah malah spam2 ketiduran ngantuk bukannya tidur malah dilanjutin spamnya hmm 
0,tapi kalau jaemin yang itu sih pas aku lagi cerita bukannya dengerin malah ngajak ribut bedegong emang 
1,aku kadang yo ngono kui lho wo tapi aku nek mbales chat sui mergane dodolanku lagi rame tur yo ra sempet 
0,once kau dah malukan kawan aku dekat orang lain ataupun dalam group mana pun takkisah la kau ni kawan rapat aku ke 
1,pak gubernur aja pakai helm masa kamu nggak via 
0,sedih sih gabisa ikut lomba padahal aku suka banget olahragaaa
1,coba latihan ngomong sama diri sendiri dulu biar omongan kita lebih terkontrol misalnya kamu mau bilang kamu bodoh k 
2,tetaplah aku yang paling cantik 
1,bubble rice ada tk kalau ade aku nk minggu depan
1,okeyy btw aku jg dah gambar ginting ini otw selesein ihsan 
0,itu bukan aku itu orang lainnn 
1,say rumah aku sepi abgngentot teensex teen nude naked ngentotabg bokepindo ngentotwanitaberjilbab http 
0,knp la aku ni xde passion mcm org lain i'm not interested in almost everything 
0,aku dijaga orang tuaku lebih 2 dekad untuk merasa hancur di tanganmu sesaat 
0,betapa ternyata patah hati itu jauh lebih mudah ketimbang jatuh cinta aku membutuhkam waktu sekian lama untuk jatuh cinta 
0,oalah gk nnton aku
1,aku weird gila dengan kaun upin ipin ni bukan ke rumah tok dalang dengan rumah opah diaebelahebelah je apa pa 
1,aku sorang je nampaknya spesies yang dengar alarm bebetul bangun terus dua ketul lagi ni tutup pastu sambung tidur 
1,tak dapat upu zaman spm aku ok lah boleh masuk f6 skrg dah hbis f6 still jugak tak dapat 
1,cak tolong dibaca 
1,aku boleh mainin ga kak ga saya ganti ganti kok emailnya
0,yaallah pengen nonton searching tapi aku benci jumpscare
1,hmm gimana men aku jelasinya ya 
0,aku ingin membantah pemikiran mistis itu seram 
2,aku pom ingatkannn siapa dgn dp mcm tuuu hahahahanat nor ghaseee
1,arep ngajak aku nyate min 
1,tf tbtb aku ahli nutrisi 
1,eh aku kan cuman nyanyi haha
2,mata duitan rupanya aku wkwkwkkwk
2,hahahhshahahahshskahahshshabahshahajahahahshahahhahahahahahahahahahahahahhaahahha
2,uda selesai latian nih hihihikg lg otw pulanggg lelah tapi seru juga tadi bareng sm tim j goodnight semuanya besok 
1,pltl followan sama aku yuk o2 
1,tapi aku noob lagi mi 
1,lg nginep terus aku tidur ditemenin mbaku tapi dia udah duluan tidur tbtb ada yang ngetok ngetok pint 
1,pernah dicritain sama guide aku ada anak cowo kencing sembarangan pas pulang dri bali bijinya bengkak sebel 
1,ya aku kan pasrah wkwk
2,sini sama aku aja
0,aku awkward gak muna fik
1,mau cari pacar aja ah aku baru belajr baca 
1,walaupun serak dan sesak tapi lagu ini salah satu lagu buat yang merasa tertekan walaupun gaada orang lain yang tau tapi 
1,jendral yg tidak punya korupsi tidak punya uang aduhduhduhduh bentar pak kesandung aku 
1,4 reply postingan ini dan tulis jawaban kamu kemudian 5 orang teman kamu untuk ikutan dan tambahkan hastag clbk kuisci 
1,freebies aku bakal bagiin set pc unofficial very limited setyarat tempat dan waktu bisa kalian cek di gambar yaa 
1,kamu sedang tidur di kamar kemudian ibumu datang mengetuk pintu membawa roti selai dalam toples amp segelas susu 
0,seberapa tidak menyakinkannya saat aku pura pura baik baik saja ketika kau bersisisan tertawa dan berjalan dengan seseora 
1,tolong notis aku uppa lt 
0,kau bukan perempuan jadi memang tak empathi terhadap ketakutan perempuan terhadap lelaki yg tak kenal aku pernah kena kacau le 
2,nah udh ngerti kan aku mau nya apaan
1,info penting untuk kesehatan gigi dan mulut kamuikat gigi elektrik vsikat gigi manual mana yang lebih efeki 
1,yang aku klosdon nih 
1,wadaw aku nie
2,mmbhhhh buduuuuu caliiiii hahahahahahahahahhahahhhhahhhhha aku tepakaaaaiiii
2,aku tetep pake sih
2,asyikkk aku mau viral
1,ngeebayangin muka cengo nya ong 
1,anggaplah kamu menikah di usia 25 tahun dan anggaplah kamu hidup sampai usia 70 tahun maka kamu hidup lebih lama dengan p 
2,selamat pagiii aku ada kegiatan lagi today puji tuhan yaaaah kamu ngapain nih hari iniemangat ya inget usaha ber 
1,tadi ada budak laki ni tanya aku course apa metatistik him apebenda tu me bhg matematik him ohh oklah tu 
0,ingatkan bila aku sedih kau sebagai kawan baik nk comfort kan aku rupanya bila aku menangis kau boleh gelak saka 
2,berikanlah sepenuh dirimu padaku aku akan berikan segalanya untukmu kau adalah akhir dari segalanya kau adalah a 
2,sini aku bantuinn
0,bagiku menerima org yg baru adalah toksik buat tubuhku itu artinya aku harus melupakan kamu membuat kenangan deng 
0,ahahaha ga tau sih tapi aku ngerasanya pasti ga enak banget kalo diputusin cmn via text kecuali mah kalo ldr 
1,aku lapar cucuk cucuk kat family mart ni
1,i feel you tebalkan muka ws adik ws kawan kawan dia yang aku sendiri tak kenal semata nak tanya mana diatory ig 
1,kalo aku biasanya post foto di akun sendiri habis itu copy link baru deh ngirim ke base
0,mungkin aku terlampau penat sampai tak sedar yang aku dah buat silap 
1,its rm25 per case kau nak ke aku tak suka casing cartoon ni kalau lockscreen or wallpaper okay lagi
2,aku gelakkan diri sendiri je lah hahahahahaha done 
1,aku kat warung pak sudin niambil hirup teh tarik panas sambil jalan buah dam 
1,bila jdi lecturer ni ko dpt kenal character setiap student yg ni jnis talkative yg ni jenis mngelamun tbh prga 
0,bodo punya sally nak main pasir tak pasal aku gak yang kena tanggung adu yang alice pun bingai beli pemadam 
0,iphone 7 dilabel paling cikai habis aku pakai 5s je ni tahap cikai ape benda ni
1,router wifiobat tidak berfungsi normal tenang jangan panik cukup ikuti langkah langkah berikut ya 
2,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar 
1,yelah aku mengaku lah aku menguyah atas stage cikgu zainab pun kantoi lah usha
0,suruh anai tuh muntah balikkk hahaha bodohhhh laaa 
0,barusan nonton sekigehara anu gimana ya aku udah bela2in search sejarah nya tonton ulang film nya tetep aja ndak 
2,sudah aku follback yaa 
1,ade lg ke yg pakai i phone 5 5s hahaha apa bodo member aku pakai 6 pon hang manjang 
0,baru aja buka grup kelas dan isinya menyinggung tentang aksi mahasiswa di pekanbaru kemarin bingung harus gimana aku tu 
0,halah boong kamu
1,moga2 by that time kita jumpa aku tak jemu lagi ngan budak ni 
2,aku gak suka ambil pusing aku sukanya kamu jadi tolong jangan bikin pusing 
2,eh kau tak baik tau ibu dia dengan aku selalu chat takpela biarlah aku jadi adik tiri dia hahahaha kan 
2,hujan aku sukakan hujan kerana hujan mendamaikan di saat hujan membasahi bumi aku sering mendongakkan kepala ke dada langit 
1,emg pacar aku 
2,karna itu warisan tapi kenapa aku nggak berubah karna aku nyaman dan ngerasa ini aku loh 
1,aku rasa tak sabar nak balik utp untuk training netball je ni belajar and etp tak ready lagi 
1,anyone bagi tau aku sat apa yang salah mungkin nak pegawai menteri datang rumah kot jemput bagi surat ohh dalam iium onlin 
1,nasib baik tak sekelas dgn dia kalau tak mmg aku baling stand dekat muka dia
1,aku gada stok foto nanti isd ngapain ya apa giveaway pulsa aja
2,hahaha jadi kamu gak bisa ngerti aku dong wkwkwk
1,lt maksudnya mental kedewasaan kamu itu lebih tua 16 thn dari umur asli kamu jd mental kamu setara dgn orang berum 
0,makin murung hari hari aku teringat abah dua tahun lebih dah abah pergi 
1,kemain depa ni ajak tengok wayang lah pi naik roller coaster times square lah hampa tktau ka aku ni miskin 
1,eh time altimet datang jugak aku tak ada 
2,aku plg suko bilo pusak gigit rmbut aku 
0,jangan malakin aku brlum main drama udah di palakkin aja hasemeleh 3
1,aku pernah tonton pementasan tu kat maktab masa jadi guru pelatih 
1,masetu air mata ni kalau tadah penuh 1 baldi sebab aku tk reti sangat naik bas dn selalu aku beli tiket online ct 
1,ih ihh bias nya siapa kk aku juga stand the boyz 3 hhe
1,kalau mampu bg al fatihah je rasanya tak payah kahwin dulu kot 
1,ooo yeke
2,dia nyet nyet panjang pasal aurat baby bump tuo aku ckp la gi mampos please hahahahahah kau ada vellfire putih ke
1,aku kan mau ga iphone x sm uang tunai senilai 2 iphone x kalau beneran dapet 1m dari gojek walaupun yaudah lah seems 
1,anginnya ngabisa disentuh gemana aku bisa menaryknya kakack ngaaa mereka nga cocok aku sebagai mo 
0,aku blm prnah punya satu pun album bts apalgi pas bgt bias ku namjo 
1,okee deh aku cari2 dlu deh dicentury klo gada yaudah tanya kasirnya wkwk
2,aku bergaya ikut kemampuan bukan ikut orangebab aq sedar aq bukan ank org senang syukurselalu
0,aku hanya rindu bukan ingin kau kembali
1,pondsoalnya aku pake marcks itu kaya powdery gituuu kalo ponds langsung nempel di muka gimana ya j 
2,aduh iyaiya kamu yang pertama deh yang lain lewat 
1,air dh keluar lom aku nk masak ni kebulor dah ni 
0,aku ga baper aku berandai2
2,babi dora the grownup pun banyak tanya lagi ke dahlah aku real life pun duduk office hahahhahaahhahaah
0,harga iphone boleh buat kenduri kawen 
1,kebetulan jumpa orang jengka belajar upmenior sekolah masa form 6 dulu bapok excitednyaa aku 
1,daripada kamu nggak makan loh jfclosedday
2,aku pun geli juga kadang hose tu ada dalam lubang jamban 
0,kukira hanya aku kukira dispesialkan ternyata tidak dia juga 
0,andai saja aku bisa ketemu sama kamu wahai sang bidadari tetapi itu semua cuma dalam hayalan sahaja teens paulina
1,nih buat kamu 
1,aku buat sebab sayang aku nak dia percaya dengan aku yang aku boleh jaga dia aku taknak dia ragu ragu dengan a 
0,motivasi hari ini terlalu byk penderitaan membuat resistensi akan dampak2 negatif bisa aku akomodir menjadi sebuah kenikmat yampokpok
1,kepada crush kalau aku tunggu kau mention aku memang sampai kesudah la kau tak mention 
2,aku cuci tangan guna pencuci muka hadalabo hahahahaha ngantuk sangat ke ni sampai tak boleh beza pencuci muka ngan pencuci tangan 
1,kamu pake series yg mana aku lagi nyari nyari toner tapi banyak yg rekomen niacimide cuma takut ga cocok
1,aku harus apa 
0,muka kamu yg tua maksudnya
2,masalah yang anda hadapi bukan untuk menjatuhkanmu tetapi agar kamu bisa berpikir lebih dewasa hari ini kemarin dan s 
1,do you consider further education as a must tak sekarang aku nak tau siapa yg tanya ni 
1,sambat aku fan demi kesehatan mental aku tidur siang dulu yaw 
1,aku gapake nr tapi pake vaseline lip therapy
1,aku emang jodohmu saiank ciyom dulu sini 
1,viralkeun tuiips 
1,motor dua pintu apa karna pengaruh bucheen kamu jdiemakin bodoh ka 
1,hmm macam kakak aku la aku woi kan dia terus repot kat ibu smh
0,sing ayu wae tok sio sio opo meneh aku sing elek mas mungkin wis tok tendang tekan pluto kono 
0,aku kiciwa sama diri aku paksyet 
1,main ini yuk aku gabut sangat 
1,ya mau atuh aku mo pixynya aja 
0,jangan kau ungkit jangan tinggalkan aku jfclosedday
2,hahaha baik lah nanti balik aku mintak 
0,eh aku tak pernah menangis pun dah sekolah menengah dah kowt still nangis lagi aku rasa kau mungkin hati batu or takda perasaan kowt
1,aku dahh tggal sorangg lain dah sold out
2,warga bangladesh ni bagus kalau part pi awal masjid pakai pun kemas aku lalu sebelah depa tadi tudiaaaa bau sabun baby johnson baguih2
1,ustaz ckp beg aku ni rosmah gi pasar pon dia x nak bwk ya allah first class dh kena hina 
2,aku terima nikahnya dengan mas kahwin bacaanurah al fatihah dear future wife nanti kita kahwin saya sedekahkan al fat 
2,kamu bisa mang kamu pasti bisaa mangats mang ojol 
1,bagi tau aku rakyat biasa mana yg akan makan na 
1,tapi dia still pondan 
1,aku perhatikan setiap butir2 air hujan yang jatuh ke tanah ingin sekali aku mengira setiap butiran air hujan 
0,paling babi bila aku dah beli phone almost 4k lepastu senang senang nak turunkan 1k wth man im pissed off 
1,ya allah kemana saja aku iniampe baru tau kalo ada band yang keren seperti eleventwelfth katrok sekali hamba heuheuheu
1,bukan aku kan lagi pangkas foll nih nah foll ku bisanya diatas 150 gitu
0,sakitan mana sama ga di kasih kabar sama dosen 
1,making love masih sendiri yuk cari pasanganmu pakai aplikasi blued pastikan kamu udah punya blued versi baru link 
2,rlt oqe plg tidak kamu sudah jujur 
2,nama di rubah jadi mbak cantik makasih loo mba sering sering aja aku jadi geer 
1,ong hari ini pake jam tangan untung aku away dari twitter
2,alhamdulillah masih hidup lagi aku huhuhu
0,aku moh dijodohake moh pkke
1,giveaway karena kemaren aku udah nazar kalo jaehyun jinsoul ada moment amp loona dateng ke nnr aku bakal bikin giveaway 
0,betui ke orang cakap lelaki suka awek brutal tapi kenapa aku yang brutal ni kena tinggal juga 
0,aku wong jowo cok 
1,iya mikh nunggu kalian dateng tuh dari aku sd sampe sekarang udah maedih nungu lama lama 
1,aku bolos kemaren g
1,giveaway tshi asian gamesaya mau adain giveaway tshirt official asian games 2018 untuk 1 orang cuma ada ukuran 
2,kamu perhatian aku tambah sayang 
1,sekarang aku dah ade jawapan kenape bawang selalu kena tumbuk hm 
1,aku udah lulus sini
1,ada yang minat nak buat artwork pattern ala2 mandalaemalam aku try plugin mirrorme dalam illustratorenang gila nak b 
0,member aku ni main game macam gi jihad 
1,mager hehe kamu juga yaa
1,masalahnya kau bangga kot kena cat called ngan mat salleh ingat ktorg lupa 
2,hahaha galaq tp lucu aku tuh mbak wkwkwk
1,fyi for youth information tahukah kamu indonesia berperan aktif sebagai salah satu penyumbang sampah terbesar di du 
2,kamu bagaikan peri hari hari yg menemani aku dan membuatku tak sepi iyakamu
1,ntar waktunya aku menang gakah 
1,ko ni aku nak luah apa nanti aku dah lah taksuka pendam haha
1,kakak mau jelasin gk ke aku aku teh gk paham apa 
2,bestfriend aku jelah yang boleh faham aku sepenuhnya yang tahu time bila aku moody aku sedih aku happy amp everything di 
0,kadang2 aku rasa kau terpaksa kau tak rela pun tapi sebab nak menjaga hati 
1,haha biasa je just sedih la asyik berjemur kat panas hmm aku tak sabar nak habis je weh
1,kalau dikasi pilihan aku lebih pilih ngintip mamah muda dari pada gadi kalau kamu bro 
2,kamu ngga sendiri 
2,kalau kau lupa aku siap ah kau
1,lee jeno apa yang kamu lakukan 
1,3 org yg tadi itu termasuk adik ku ya ahaha mmng sih sebelum nya mamak ku temakan cakap dari mamak2 yg lain ini tp 
2,kek aku nggemesin yaaa asli produk lokal wee
1,kaya snowith ku itu cm aku nga mau di cium2 
1,kalo akuering liat gituan t 
2,beli dong nanti beliin aku juga 
2,hehe tau aja kamu
1,hai aku abis isi form tolong dicek ya thank you 
1,dm hotelnya nder aku study tour rencananya mau ke jogja 
0,kucari kamu kutemui kau berubaaaaaah 
1,namanya arif ke aku je ke yg x tahu ni mesti aku save utk short term memory je ni 
1,wahhh case chanyeol ada pink2 nya gituama dong aku juga baru beli case baru
0,terima kasih untuk kawan baik aku yang pernah tinggalkan aku niebenarnya aku lagi rela kau pergi dari stay dengan aku 
1,give away karena aku baru aja ngajuin perbaikan tiket karena kesalahan nama di tiket pesawat jadi aku mau adain give 
2,aku membela pancasila pada saat yg sama pki mrlakukan kudeta berdarah karena kudeta itu tak berhasil pki lalu diganyang ha 
1,mau lihat aku buka semuapecial for member only 
0,kau expect org suke jemputannya ditolak 
0,dah download tapi terpaksa uninstall sebab tak cover penang 
2,aku banget yaallah tiap di kampus ngeluarin binder lah ambil kotak pensil lah ngeluarin bolpoin ma 
1,ada kunjungan dari kyunghee university dan dosennya tau nuest btw dosennya udah ahjumma eo kamu fansnya nuest 
1,biarin ajaa dia gk ngasih2 duit lg jd aku lg deketin bang pd aja
2,diriku sendiri karena aku adalah idaman 
2,aku mau kerja di sana 
0,bukan aku lagi ga mood baking tapi baking bisa ningkatin moodku perubahan mindset kecil kyk gini bisa ngerubah 
1,kalaulah overthink ni boleh buat duit dah lama aku kaya 
1,idm amiii kasih tau aku mata jimin kenapa ya apa dia pake kacamata biar army gak khawatir itu tetep ke 
0,aku memang push kau aku peduli apa
2,aduh percaya deh gak ada yg gak mungkin di dunia ini kalau beneran gue dapet 1m dari gojek tgl 19 nanti wkwkwkwkwkwwkw 
1,ah kamu 
0,hahahha apa ni aku gak ngerti dong 
1,dari sudut pandang aku ipt ni adalah tempat kau dibenarkan untuk membuat kesilapan pensyarah dibayar untuk mendengar ide 
1,padahal seulgi bias cewek yg paling aku sayang jimin juga bias wrecker di bts tapi kenapa aku gabi 
0,aku mati gk ada yg nafkahin km
1,tebak header aku itu siapa 
1,12eptember 2018 hari selasa kemarin pacarku kerja pagi dari jam 7 jam 4 disini posisinya kita lagi ldr gara2 aku m 
0,keeping all the money money yang banyak ya allah takut sangat sebenarnya duit orang duit dana aku dari zaman se 
1,aku penah skola dkt oversea selama 3 tahun rilek je kami bwk phone tp boleh digunakan waktu rehat ja masa ke 
1,aku pikir hari ini tumben kamu gak ngaca taunya tetep aja ngaca dulu 
1,main kerincing lah takpun clarinet aku itu jer yg reti 
2,aku mau 
1,apa masalah orang yang suka pandang serong kat orang yang kerja supermarket ke kat mall dan semua yang berkaitan la 
1,hallo aku niar umur 24th tinggi 157cm berat badan 55 57kg bra 34b kulit sawomatang aku stay diurabaya bisa pri 
1,amik aku bosskur
1,at first aku ingat aci mana td hahaha takkan auto follow lak kut kah kah kah kah 
2,aku dah moveon tau kenapa senyum dekat aku tdi aku dah cair balik 
1,pic ke3 comeynye dia dia mcm eh eh aku lempang kang
1,10 pc game online terbaik 2018 kamu harus coba komangam blogs 
1,apakah aku kamu dan mereka the agent of change jadilah pelaku perubahan walau hanya dilingkup diri sendiri da 
2,aku beruntung 
1,kenapa berat badan aku selalu 48kg 
1,haaaai karena bulan lalu aku resmi masuk ptn dan udah janji mau bikin giveaway hadiahnya sunscreen skin aqua spf 30 masi 
1,yowes bener juga sih aku kira dia sebelah ono
1,lepas aku graduate nanti aku nak buat strategi kewangan macam ni 
2,taklah menarik sangat dua sim camera tambah s tukar plus kpd max apa yg buat aku tertarik dari dulu sampai 
1,assalamu alaikum coba tebak aku sedang dimana 
2,iya papah aku hadir
1,kamu nge chat dia 5 bar dia bales kamu cuma 1 bar itu pun cuma emote jempol itu pun dibales chatnya kalau dia sempe 
0,jadi cuma aku yang selalu kangen lebih dulu 
0,kok qm jhtm aku
2,jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya jagalah dia baik baik teens abel
1,rlt kalian seneng ga sih kalo cowo cewe kalian hafal keseharian kalian terus ditanyain gitu ex aku tiap libur gt selalu k 
1,ada tertengok or terdengar cerita gangbang baru baru ni hahaha famous orang kampung aku yayat jangan ajak kawan 
2,aku mau diresmiin sama kamu 
1,anakmp udah jago sange klau kamu maz 
1,tapi kan aku anak facebook 
0,yg satu udh cat rambut lagiedih aku tu jdnya 
1,kamu punya berapa banyak topi 5 maybe 
1,aku buka soalan terus selak bahagian b dekat pelan dongakan bumi sebagai sfera punya soalan pun susah 
0,wait kok jadi aku yang dipalakin jfclosedday
1,nctzh kamu lg jalan sendirian di koridor sekolah mau pulang eh didepan banyak anak cowok ternyata hc weh ada cewek 
0,lihat aku aku juga ingin diperhatikan pernah kamu bertanya padaku apa aku baik2 saja aku disini aku ada aku h 
1,aku yakin para korban hari ini jika dia sedang depresi pelampiasan masalahnya di tuangkan ke seni bermain musik bah 
0,twitter skrg byk remind aku yg aku single je
1,bila member yang selalu buat lawak hambar and for the first time dia buat aku gelak and i be like 
1,giveaway ale product natural pacific fresh herb tapi yang kemasan lama aku belinya di schminkhaus ya sekitar akhir 
1,hahaha faker kenot aku dah stop sbb nak jawab dengan sober 
1,aku suruh adik aku beli 2 benda ni je pakai kad aku and cakap kat dia beli la apa apa untuk dia aku expect dia bel 
2,aku hanya ingin mencintai orang yang memiliki rasa cinta hanya padaku untuk selamanya
1,huhu oke makasih masternim aku pake soalnya wkwkw takut gimana aja
0,udah yang sabar paling ya jodohnya kamu bukan dia sambil ngelus punggung temen saya saya bilang gitu lhadalah 
0,memang junior skrng tak reti hormat senior ke aku dulu senior tegur pasal sangul aku dah malu gila kot nih aku 
1,hahaha btw kau sorok kat mana rumah aku cun ni jiran india dia x kisah sgt pon
1,aku naik ngan driver yang tak reti bawak kereta
1,liludin zah aku makan dl baru on gapapa 
2,aku suka liat kamu ketawa seperti ini jaga senyum dan tawa mu my bear karna kamu sumber kebahagiaan ku saran 
0,dia nya nakal masa aku lagi liatin sesuatu dia lansung cium akuu lt 
2,kalau kamu ingin sukses cuma satu kata kuncinya jangan pernah menyerah 
2,hahahahahaaa
2,aku rasa macam nak bercerita la malam ni hahahaha tajuk yang aku nak cerita ni pasal kekasih yang tak wujud ya ini 
1,sharing dvd wannaone conce minat rep nanti aku dm mau tanya juga boleh tolong bantu retweet 
1,andai aku punya pengaman kek gitu buat hati
1,bagi sikit rasa kau tu kat aku
1,23 umur yang circle of friends aku ramai yang nikah ada jugak yang dah dijemput dia and here i am still feeling too young 
1,persija kamu jarangendiri curvaud on tour persijaselamanya 
2,thanks kk nnti aku bikin fsnya ya 
0,aku benci tapi aku harus katakan ya
1,kalau korang stress korang buat apa share kan kalau aku buh earfone dekat telinga buka suruh ayat suci al quran 
1,aigooo bukan acakin rambutnya aku baru dapat pekerjaan 
1,ini bahasa sunda artinya jijik risih kalau bahasa gaulnya reaksi kamu untuk sesuatu yang ew tap 
1,hello jisoo inget aku gak 
1,bestnya perasaan tu imissmyfriend too ja 
0,aku diam bukan tak amik kisah langsung kadang kadang tu stalk jugak 
0,lihat ternyata janjimu memang sekadar frasa menenangkan namun hanya sementara jika iya mana buktinya aku menunggu namun 
1,giveaway foreptember boys' bday rules follow aku love video project ini reply mau hadiah nomer brp ucapi 
1,malu la kalau duk nilai tak pernah makan dekat sini menu dari sarapan ke minum petang mee bandung dgn roti 
0,dah dah lah tu blame aku in everything
0,pernah lagi curhat ama temen deket akunya ampe nangis2 gitu ditengah nangis bisa2nya kentut amp bunyi 2x akhirnya 
1,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b 
